participant_id,onset,duration,sample,trial_type,stim_file,value,N170
sub-017_task-N170_eeg,334.6436,0.3000,342676,stimulus,NA,74,6.1052
sub-017_task-N170_eeg,337.5762,0.3000,345679,stimulus,NA,36,13.3243
sub-017_task-N170_eeg,349.3047,0.3000,357689,stimulus,NA,42,9.3140
sub-017_task-N170_eeg,350.7705,0.3000,359190,stimulus,NA,49,4.2225
sub-017_task-N170_eeg,352.2539,0.3000,360709,stimulus,NA,57,3.5058
sub-017_task-N170_eeg,355.3525,0.3000,363882,stimulus,NA,54,6.4272
sub-017_task-N170_eeg,358.3516,0.3000,366953,stimulus,NA,79,7.6310
sub-017_task-N170_eeg,359.7842,0.3000,368420,stimulus,NA,51,6.6460
sub-017_task-N170_eeg,361.2676,0.3000,369939,stimulus,NA,45,0.8418
sub-017_task-N170_eeg,364.3164,0.3000,373061,stimulus,NA,56,10.4041
sub-017_task-N170_eeg,365.8818,0.3000,374664,stimulus,NA,31,13.6705
sub-017_task-N170_eeg,367.3320,0.3000,376149,stimulus,NA,44,4.1282
sub-017_task-N170_eeg,387.6582,0.3000,396963,stimulus,NA,80,3.4082
sub-017_task-N170_eeg,389.0908,0.3000,398430,stimulus,NA,69,6.9699
sub-017_task-N170_eeg,390.5234,0.3000,399897,stimulus,NA,53,2.7763
sub-017_task-N170_eeg,391.9561,0.3000,401364,stimulus,NA,65,9.5812
sub-017_task-N170_eeg,393.4229,0.3000,402866,stimulus,NA,76,9.8922
sub-017_task-N170_eeg,396.3711,0.3000,405885,stimulus,NA,22,5.7401
sub-017_task-N170_eeg,397.8877,0.3000,407438,stimulus,NA,28,5.6911
sub-017_task-N170_eeg,399.4873,0.3000,409076,stimulus,NA,24,1.6831
sub-017_task-N170_eeg,401.0029,0.3000,410628,stimulus,NA,58,10.5581
sub-017_task-N170_eeg,403.9521,0.3000,413648,stimulus,NA,6,6.6682
sub-017_task-N170_eeg,407.0176,0.3000,416787,stimulus,NA,46,7.5371
sub-017_task-N170_eeg,423.9111,0.3000,434086,stimulus,NA,66,5.4564
sub-017_task-N170_eeg,425.3779,0.3000,435588,stimulus,NA,78,-0.0848
sub-017_task-N170_eeg,426.9775,0.3000,437226,stimulus,NA,15,5.4831
sub-017_task-N170_eeg,430.0098,0.3000,440331,stimulus,NA,43,0.0577
sub-017_task-N170_eeg,432.9082,0.3000,443299,stimulus,NA,68,4.4057
sub-017_task-N170_eeg,439.0225,0.3000,449560,stimulus,NA,25,4.1450
sub-017_task-N170_eeg,442.1885,0.3000,452802,stimulus,NA,16,2.8455
sub-017_task-N170_eeg,446.6865,0.3000,457408,stimulus,NA,32,3.2657
sub-017_task-N170_eeg,461.2480,0.3000,472319,stimulus,NA,41,1.2638
sub-017_task-N170_eeg,462.7148,0.3000,473821,stimulus,NA,71,7.4527
sub-017_task-N170_eeg,464.3135,0.3000,475458,stimulus,NA,4,-1.6838
sub-017_task-N170_eeg,465.7637,0.3000,476943,stimulus,NA,70,4.1181
sub-017_task-N170_eeg,468.7793,0.3000,480031,stimulus,NA,7,5.6155
sub-017_task-N170_eeg,471.7109,0.3000,483033,stimulus,NA,52,10.9710
sub-017_task-N170_eeg,476.1094,0.3000,487537,stimulus,NA,75,-5.4067
sub-017_task-N170_eeg,482.0244,0.3000,493594,stimulus,NA,13,8.6537
sub-017_task-N170_eeg,483.5068,0.3000,495112,stimulus,NA,10,3.7568
sub-017_task-N170_eeg,486.3555,0.3000,498029,stimulus,NA,5,7.4683
sub-017_task-N170_eeg,492.4707,0.3000,504291,stimulus,NA,2,4.5417
sub-017_task-N170_eeg,495.5029,0.3000,507396,stimulus,NA,77,3.5623
sub-017_task-N170_eeg,500.0840,0.3000,512087,stimulus,NA,47,-6.3052
sub-017_task-N170_eeg,504.3994,0.3000,516506,stimulus,NA,1,4.5841
sub-017_task-N170_eeg,507.4150,0.3000,519594,stimulus,NA,34,-5.0830
sub-017_task-N170_eeg,514.9795,0.3000,527340,stimulus,NA,62,4.9114
sub-017_task-N170_eeg,537.3877,0.3000,550286,stimulus,NA,63,5.2407
sub-017_task-N170_eeg,538.9541,0.3000,551890,stimulus,NA,37,-2.2036
sub-017_task-N170_eeg,543.4355,0.3000,556479,stimulus,NA,48,7.3909
sub-017_task-N170_eeg,544.9180,0.3000,557997,stimulus,NA,29,4.3247
sub-017_task-N170_eeg,549.5332,0.3000,562723,stimulus,NA,27,5.8263
sub-017_task-N170_eeg,550.9824,0.3000,564207,stimulus,NA,9,-10.0978
sub-017_task-N170_eeg,555.3984,0.3000,568729,stimulus,NA,72,9.8424
sub-017_task-N170_eeg,560.0625,0.3000,573505,stimulus,NA,21,1.0507
sub-017_task-N170_eeg,562.9453,0.3000,576457,stimulus,NA,64,7.5195
sub-017_task-N170_eeg,564.5283,0.3000,578078,stimulus,NA,26,-0.2371
sub-017_task-N170_eeg,570.5762,0.3000,584271,stimulus,NA,39,5.7069
sub-017_task-N170_eeg,575.0908,0.3000,588894,stimulus,NA,67,6.3602
sub-017_task-N170_eeg,578.0400,0.3000,591914,stimulus,NA,50,8.2762
sub-017_task-N170_eeg,580.9717,0.3000,594916,stimulus,NA,59,2.6308
sub-017_task-N170_eeg,588.5195,0.3000,602645,stimulus,NA,14,4.6934
sub-017_task-N170_eeg,591.4355,0.3000,605631,stimulus,NA,17,2.0945
sub-018_task-N170_eeg,12.3438,0.3000,12641,stimulus,NA,78,13.7512
sub-018_task-N170_eeg,16.7588,0.3000,17162,stimulus,NA,46,12.2580
sub-018_task-N170_eeg,30.3047,0.3000,31033,stimulus,NA,62,6.7564
sub-018_task-N170_eeg,31.7207,0.3000,32483,stimulus,NA,12,11.8600
sub-018_task-N170_eeg,33.2197,0.3000,34018,stimulus,NA,24,2.2954
sub-018_task-N170_eeg,34.6357,0.3000,35468,stimulus,NA,15,6.8964
sub-018_task-N170_eeg,36.1191,0.3000,36987,stimulus,NA,28,7.8106
sub-018_task-N170_eeg,39.0010,0.3000,39938,stimulus,NA,47,4.6065
sub-018_task-N170_eeg,40.4844,0.3000,41457,stimulus,NA,58,1.8694
sub-018_task-N170_eeg,45.0488,0.3000,46131,stimulus,NA,43,-5.1307
sub-018_task-N170_eeg,49.3477,0.3000,50533,stimulus,NA,9,9.7353
sub-018_task-N170_eeg,50.8633,0.3000,52085,stimulus,NA,51,-3.7294
sub-018_task-N170_eeg,52.3965,0.3000,53655,stimulus,NA,37,4.6346
sub-018_task-N170_eeg,55.5283,0.3000,56862,stimulus,NA,53,2.5465
sub-018_task-N170_eeg,56.9619,0.3000,58330,stimulus,NA,45,0.8294
sub-018_task-N170_eeg,61.3096,0.3000,62782,stimulus,NA,38,-0.0693
sub-018_task-N170_eeg,62.8926,0.3000,64403,stimulus,NA,3,11.2088
sub-018_task-N170_eeg,65.9248,0.3000,67508,stimulus,NA,2,6.3830
sub-018_task-N170_eeg,68.8740,0.3000,70528,stimulus,NA,20,2.4597
sub-018_task-N170_eeg,82.4189,0.3000,84398,stimulus,NA,49,4.4886
sub-018_task-N170_eeg,83.9023,0.3000,85917,stimulus,NA,42,-2.6764
sub-018_task-N170_eeg,85.3350,0.3000,87384,stimulus,NA,71,11.3329
sub-018_task-N170_eeg,91.4492,0.3000,93645,stimulus,NA,26,7.8864
sub-018_task-N170_eeg,92.9316,0.3000,95163,stimulus,NA,7,7.0373
sub-018_task-N170_eeg,95.9473,0.3000,98251,stimulus,NA,36,9.1318
sub-018_task-N170_eeg,97.4473,0.3000,99787,stimulus,NA,76,7.2477
sub-018_task-N170_eeg,103.5615,0.3000,106048,stimulus,NA,44,3.3949
sub-018_task-N170_eeg,105.1611,0.3000,107686,stimulus,NA,40,6.8550
sub-018_task-N170_eeg,106.6270,0.3000,109187,stimulus,NA,4,9.0944
sub-018_task-N170_eeg,108.1768,0.3000,110774,stimulus,NA,27,2.7124
sub-018_task-N170_eeg,109.7090,0.3000,112343,stimulus,NA,8,-1.7906
sub-018_task-N170_eeg,111.1924,0.3000,113862,stimulus,NA,34,6.9066
sub-018_task-N170_eeg,112.7080,0.3000,115414,stimulus,NA,41,-0.3743
sub-018_task-N170_eeg,114.3076,0.3000,117052,stimulus,NA,29,8.5003
sub-018_task-N170_eeg,115.8906,0.3000,118673,stimulus,NA,23,1.6754
sub-018_task-N170_eeg,118.7559,0.3000,121607,stimulus,NA,80,8.4530
sub-018_task-N170_eeg,120.2227,0.3000,123109,stimulus,NA,33,16.1011
sub-018_task-N170_eeg,121.6885,0.3000,124610,stimulus,NA,77,8.0976
sub-018_task-N170_eeg,130.8018,0.3000,133942,stimulus,NA,63,11.9971
sub-018_task-N170_eeg,132.2852,0.3000,135461,stimulus,NA,73,3.7198
sub-018_task-N170_eeg,135.3672,0.3000,138617,stimulus,NA,10,6.1445
sub-018_task-N170_eeg,136.8828,0.3000,140169,stimulus,NA,14,-6.9160
sub-018_task-N170_eeg,141.3145,0.3000,144707,stimulus,NA,19,14.7428
sub-018_task-N170_eeg,155.9766,0.3000,159721,stimulus,NA,48,1.0077
sub-018_task-N170_eeg,157.4922,0.3000,161273,stimulus,NA,31,6.1093
sub-018_task-N170_eeg,160.3750,0.3000,164225,stimulus,NA,68,6.5690
sub-018_task-N170_eeg,163.5400,0.3000,167466,stimulus,NA,6,6.0388
sub-018_task-N170_eeg,167.7549,0.3000,171782,stimulus,NA,16,2.6740
sub-018_task-N170_eeg,169.3379,0.3000,173403,stimulus,NA,79,8.5919
sub-018_task-N170_eeg,172.2041,0.3000,176338,stimulus,NA,30,6.8087
sub-018_task-N170_eeg,173.6367,0.3000,177805,stimulus,NA,75,4.1861
sub-018_task-N170_eeg,175.1191,0.3000,179323,stimulus,NA,32,7.9280
sub-018_task-N170_eeg,176.5518,0.3000,180790,stimulus,NA,52,9.1109
sub-018_task-N170_eeg,183.9160,0.3000,188331,stimulus,NA,66,16.1714
sub-018_task-N170_eeg,188.4150,0.3000,192938,stimulus,NA,1,-3.7430
sub-018_task-N170_eeg,189.8809,0.3000,194439,stimulus,NA,11,8.7906
sub-018_task-N170_eeg,192.8135,0.3000,197442,stimulus,NA,18,5.0862
sub-018_task-N170_eeg,197.2119,0.3000,201946,stimulus,NA,56,4.0149
sub-018_task-N170_eeg,211.0898,0.3000,216157,stimulus,NA,39,-2.9252
sub-018_task-N170_eeg,212.6396,0.3000,217744,stimulus,NA,5,16.6242
sub-018_task-N170_eeg,231.8662,0.3000,237432,stimulus,NA,25,7.4519
sub-018_task-N170_eeg,236.4141,0.3000,242089,stimulus,NA,60,15.9108
sub-018_task-N170_eeg,237.8633,0.3000,243573,stimulus,NA,35,3.1960
sub-018_task-N170_eeg,243.9619,0.3000,249818,stimulus,NA,67,1.1768
sub-018_task-N170_eeg,245.5273,0.3000,251421,stimulus,NA,70,7.7881
sub-018_task-N170_eeg,248.5928,0.3000,254560,stimulus,NA,13,-1.1332
sub-018_task-N170_eeg,256.2236,0.3000,262374,stimulus,NA,50,3.9086
sub-018_task-N170_eeg,259.0732,0.3000,265292,stimulus,NA,21,30.4338
sub-018_task-N170_eeg,260.5557,0.3000,266810,stimulus,NA,17,0.1096
sub-018_task-N170_eeg,262.0049,0.3000,268294,stimulus,NA,64,-1.5835
sub-018_task-N170_eeg,264.9541,0.3000,271314,stimulus,NA,55,6.7955
sub-018_task-N170_eeg,267.9863,0.3000,274419,stimulus,NA,22,-3.2606
sub-018_task-N170_eeg,269.5527,0.3000,276023,stimulus,NA,74,11.2852
sub-018_task-N170_eeg,274.1670,0.3000,280748,stimulus,NA,25,0.9364
sub-018_task-N170_eeg,275.5840,0.3000,282199,stimulus,NA,54,0.5815
sub-018_task-N170_eeg,277.0332,0.3000,283683,stimulus,NA,72,8.4636
sub-018_task-N170_eeg,280.0820,0.3000,286805,stimulus,NA,59,15.7196
sub-018_task-N170_eeg,284.6299,0.3000,291462,stimulus,NA,69,19.6647
sub-018_task-N170_eeg,286.0801,0.3000,292947,stimulus,NA,65,9.6917
sub-018_task-N170_eeg,289.1621,0.3000,296103,stimulus,NA,19,4.9462
sub-018_task-N170_eeg,306.4395,0.3000,313795,stimulus,NA,14,8.8321
sub-018_task-N170_eeg,307.8555,0.3000,315245,stimulus,NA,57,1.8892
sub-018_task-N170_eeg,309.3213,0.3000,316746,stimulus,NA,61,1.1174
sub-018_task-N170_eeg,312.3203,0.3000,319817,stimulus,NA,48,3.4620
sub-018_task-N170_eeg,315.4023,0.3000,322973,stimulus,NA,69,NA
sub-018_task-N170_eeg,316.8184,0.3000,324423,stimulus,NA,79,NA
sub-018_task-N170_eeg,322.9170,0.3000,330668,stimulus,NA,53,NA
sub-018_task-N170_eeg,325.8320,0.3000,333653,stimulus,NA,8,NA
sub-018_task-N170_eeg,330.2803,0.3000,338208,stimulus,NA,74,1.0342
sub-018_task-N170_eeg,331.6973,0.3000,339659,stimulus,NA,70,1.3444
sub-018_task-N170_eeg,333.2627,0.3000,341262,stimulus,NA,80,4.1271
sub-018_task-N170_eeg,336.2285,0.3000,344299,stimulus,NA,4,23.5651
sub-018_task-N170_eeg,340.7100,0.3000,348888,stimulus,NA,55,4.4225
sub-018_task-N170_eeg,351.0732,0.3000,359500,stimulus,NA,24,15.2216
sub-018_task-N170_eeg,352.5557,0.3000,361018,stimulus,NA,76,5.1258
sub-018_task-N170_eeg,354.1055,0.3000,362605,stimulus,NA,61,-1.7575
sub-018_task-N170_eeg,355.5049,0.3000,364038,stimulus,NA,11,5.6317
sub-018_task-N170_eeg,358.5371,0.3000,367143,stimulus,NA,44,7.2686
sub-018_task-N170_eeg,360.1201,0.3000,368764,stimulus,NA,6,14.8246
sub-018_task-N170_eeg,363.1855,0.3000,371903,stimulus,NA,72,-1.3661
sub-018_task-N170_eeg,385.1777,0.3000,394423,stimulus,NA,16,-2.5676
sub-018_task-N170_eeg,386.6104,0.3000,395890,stimulus,NA,59,2.9060
sub-018_task-N170_eeg,389.6260,0.3000,398978,stimulus,NA,20,6.4801
sub-018_task-N170_eeg,392.4590,0.3000,401879,stimulus,NA,7,-0.5563
sub-018_task-N170_eeg,395.3408,0.3000,404830,stimulus,NA,23,8.0613
sub-018_task-N170_eeg,396.7900,0.3000,406314,stimulus,NA,54,1.5266
sub-018_task-N170_eeg,398.2061,0.3000,407764,stimulus,NA,28,5.4354
sub-018_task-N170_eeg,404.0879,0.3000,413787,stimulus,NA,3,5.3326
sub-018_task-N170_eeg,410.1855,0.3000,420031,stimulus,NA,5,4.5398
sub-018_task-N170_eeg,411.6514,0.3000,421532,stimulus,NA,10,4.2670
sub-018_task-N170_eeg,414.6006,0.3000,424552,stimulus,NA,12,-0.6840
sub-018_task-N170_eeg,416.1504,0.3000,426139,stimulus,NA,1,1.1792
sub-018_task-N170_eeg,417.6826,0.3000,427708,stimulus,NA,38,4.2380
sub-018_task-N170_eeg,422.3311,0.3000,432468,stimulus,NA,43,5.4689
sub-018_task-N170_eeg,428.2129,0.3000,438491,stimulus,NA,22,9.7808
sub-018_task-N170_eeg,431.0781,0.3000,441425,stimulus,NA,62,-3.6142
sub-018_task-N170_eeg,432.5107,0.3000,442892,stimulus,NA,29,-1.8868
sub-018_task-N170_eeg,440.1748,0.3000,450740,stimulus,NA,9,8.5204
sub-018_task-N170_eeg,469.5977,0.3000,480869,stimulus,NA,27,0.5258
sub-018_task-N170_eeg,474.1289,0.3000,485509,stimulus,NA,31,-2.0945
sub-018_task-N170_eeg,476.9951,0.3000,488444,stimulus,NA,50,52.3162
sub-018_task-N170_eeg,481.7432,0.3000,493306,stimulus,NA,49,6.3741
sub-018_task-N170_eeg,484.7422,0.3000,496377,stimulus,NA,33,7.9061
sub-018_task-N170_eeg,487.8408,0.3000,499550,stimulus,NA,75,11.2024
sub-018_task-N170_eeg,490.8730,0.3000,502655,stimulus,NA,46,6.5511
sub-018_task-N170_eeg,495.3047,0.3000,507193,stimulus,NA,73,9.8033
sub-018_task-N170_eeg,496.8213,0.3000,508746,stimulus,NA,41,-0.2795
sub-018_task-N170_eeg,502.7861,0.3000,514854,stimulus,NA,60,5.5920
sub-018_task-N170_eeg,504.2520,0.3000,516355,stimulus,NA,52,4.2310
sub-018_task-N170_eeg,505.7510,0.3000,517890,stimulus,NA,35,7.6994
sub-018_task-N170_eeg,508.7500,0.3000,520961,stimulus,NA,56,11.6010
sub-018_task-N170_eeg,520.9961,0.3000,533501,stimulus,NA,77,2.7085
sub-018_task-N170_eeg,522.4785,0.3000,535019,stimulus,NA,78,9.9368
sub-018_task-N170_eeg,545.1875,0.3000,558273,stimulus,NA,58,5.3017
sub-018_task-N170_eeg,549.6855,0.3000,562879,stimulus,NA,13,7.2712
sub-018_task-N170_eeg,551.1182,0.3000,564346,stimulus,NA,26,10.2333
sub-018_task-N170_eeg,554.1846,0.3000,567486,stimulus,NA,45,8.9117
sub-018_task-N170_eeg,557.1494,0.3000,570522,stimulus,NA,21,14.2471
sub-018_task-N170_eeg,558.6826,0.3000,572092,stimulus,NA,68,3.6136
sub-018_task-N170_eeg,560.2822,0.3000,573730,stimulus,NA,64,7.1244
sub-018_task-N170_eeg,561.8311,0.3000,575316,stimulus,NA,71,10.1131
sub-018_task-N170_eeg,563.3643,0.3000,576886,stimulus,NA,32,8.4391
sub-018_task-N170_eeg,566.4961,0.3000,580093,stimulus,NA,2,12.8731
sub-018_task-N170_eeg,569.4121,0.3000,583079,stimulus,NA,34,-1.6288
sub-018_task-N170_eeg,570.8115,0.3000,584512,stimulus,NA,42,5.2251
sub-018_task-N170_eeg,572.2939,0.3000,586030,stimulus,NA,63,8.9007
sub-018_task-N170_eeg,573.7441,0.3000,587515,stimulus,NA,36,17.7544
sub-018_task-N170_eeg,576.7432,0.3000,590586,stimulus,NA,39,11.9116
sub-018_task-N170_eeg,579.6416,0.3000,593554,stimulus,NA,57,-2.1700
sub-018_task-N170_eeg,581.1074,0.3000,595055,stimulus,NA,40,23.9983
sub-018_task-N170_eeg,584.0732,0.3000,598092,stimulus,NA,51,3.0482
sub-018_task-N170_eeg,585.5566,0.3000,599611,stimulus,NA,18,15.4561
sub-018_task-N170_eeg,587.0723,0.3000,601163,stimulus,NA,37,6.9586
sub-018_task-N170_eeg,588.5215,0.3000,602647,stimulus,NA,47,14.9765
sub-018_task-N170_eeg,590.0713,0.3000,604234,stimulus,NA,30,13.7099
sub-018_task-N170_eeg,591.5879,0.3000,605787,stimulus,NA,15,12.6978
sub-018_task-N170_eeg,596.0527,0.3000,610359,stimulus,NA,17,9.5730
sub-018_task-N170_eeg,598.9678,0.3000,613344,stimulus,NA,65,-0.2270
sub-018_task-N170_eeg,600.5342,0.3000,614948,stimulus,NA,66,-1.5315
sub-018_task-N170_eeg,601.9668,0.3000,616415,stimulus,NA,67,NA
sub-019_task-N170_eeg,15.1670,0.3000,15532,stimulus,NA,26,-0.2972
sub-019_task-N170_eeg,16.6504,0.3000,17051,stimulus,NA,72,-20.9935
sub-019_task-N170_eeg,23.9473,0.3000,24523,stimulus,NA,5,1.6139
sub-019_task-N170_eeg,28.5957,0.3000,29283,stimulus,NA,8,8.9877
sub-019_task-N170_eeg,30.0615,0.3000,30784,stimulus,NA,34,8.9166
sub-019_task-N170_eeg,34.5273,0.3000,35357,stimulus,NA,43,8.4103
sub-019_task-N170_eeg,37.5762,0.3000,38479,stimulus,NA,51,-1.2394
sub-019_task-N170_eeg,45.0400,0.3000,46122,stimulus,NA,1,-5.9255
sub-019_task-N170_eeg,46.5391,0.3000,47657,stimulus,NA,50,-4.0985
sub-019_task-N170_eeg,51.1045,0.3000,52332,stimulus,NA,73,-4.1538
sub-019_task-N170_eeg,55.7363,0.3000,57075,stimulus,NA,53,14.3145
sub-019_task-N170_eeg,57.2354,0.3000,58610,stimulus,NA,59,3.1389
sub-019_task-N170_eeg,58.7520,0.3000,60163,stimulus,NA,18,-1.5679
sub-019_task-N170_eeg,60.2842,0.3000,61732,stimulus,NA,71,-16.5319
sub-019_task-N170_eeg,61.6836,0.3000,63165,stimulus,NA,14,9.5118
sub-019_task-N170_eeg,63.0830,0.3000,64598,stimulus,NA,29,2.2611
sub-019_task-N170_eeg,66.1660,0.3000,67755,stimulus,NA,20,-3.9620
sub-019_task-N170_eeg,70.6641,0.3000,72361,stimulus,NA,61,-0.3971
sub-019_task-N170_eeg,79.0107,0.3000,80908,stimulus,NA,22,16.4859
sub-019_task-N170_eeg,80.5439,0.3000,82478,stimulus,NA,28,-8.0789
sub-019_task-N170_eeg,82.0762,0.3000,84047,stimulus,NA,17,-5.5821
sub-019_task-N170_eeg,86.6582,0.3000,88739,stimulus,NA,76,7.4946
sub-019_task-N170_eeg,88.1914,0.3000,90309,stimulus,NA,10,-3.7237
sub-019_task-N170_eeg,92.8066,0.3000,95035,stimulus,NA,65,4.7794
sub-019_task-N170_eeg,95.7549,0.3000,98054,stimulus,NA,32,0.8535
sub-019_task-N170_eeg,97.2715,0.3000,99607,stimulus,NA,2,-1.0413
sub-019_task-N170_eeg,98.7539,0.3000,101125,stimulus,NA,47,8.3288
sub-019_task-N170_eeg,100.2197,0.3000,102626,stimulus,NA,64,8.0646
sub-019_task-N170_eeg,101.6533,0.3000,104094,stimulus,NA,9,27.2398
sub-019_task-N170_eeg,109.0508,0.3000,111669,stimulus,NA,44,12.2941
sub-019_task-N170_eeg,110.4668,0.3000,113119,stimulus,NA,41,22.3714
sub-019_task-N170_eeg,119.4131,0.3000,122280,stimulus,NA,24,16.3284
sub-019_task-N170_eeg,123.7451,0.3000,126716,stimulus,NA,48,17.3181
sub-019_task-N170_eeg,128.2598,0.3000,131339,stimulus,NA,33,11.9176
sub-019_task-N170_eeg,129.7598,0.3000,132875,stimulus,NA,74,13.2924
sub-019_task-N170_eeg,131.3428,0.3000,134496,stimulus,NA,58,4.9871
sub-019_task-N170_eeg,132.8086,0.3000,135997,stimulus,NA,63,8.9226
sub-019_task-N170_eeg,135.8076,0.3000,139068,stimulus,NA,38,-0.3679
sub-019_task-N170_eeg,137.2734,0.3000,140569,stimulus,NA,69,4.1139
sub-019_task-N170_eeg,146.3203,0.3000,149833,stimulus,NA,46,1.5408
sub-019_task-N170_eeg,150.6689,0.3000,154286,stimulus,NA,56,-4.4945
sub-019_task-N170_eeg,152.1016,0.3000,155753,stimulus,NA,7,24.0214
sub-019_task-N170_eeg,156.6172,0.3000,160377,stimulus,NA,49,2.1403
sub-019_task-N170_eeg,159.5488,0.3000,163379,stimulus,NA,3,8.6373
sub-019_task-N170_eeg,160.9814,0.3000,164846,stimulus,NA,75,-11.5566
sub-019_task-N170_eeg,162.3809,0.3000,166279,stimulus,NA,39,3.0898
sub-019_task-N170_eeg,163.7979,0.3000,167730,stimulus,NA,30,-12.6323
sub-019_task-N170_eeg,166.7461,0.3000,170749,stimulus,NA,55,-2.8008
sub-019_task-N170_eeg,169.6621,0.3000,173735,stimulus,NA,67,-11.5854
sub-019_task-N170_eeg,171.0781,0.3000,175185,stimulus,NA,4,19.2165
sub-019_task-N170_eeg,174.1436,0.3000,178324,stimulus,NA,66,-1.3693
sub-019_task-N170_eeg,175.6270,0.3000,179843,stimulus,NA,36,8.7179
sub-019_task-N170_eeg,177.0928,0.3000,181344,stimulus,NA,45,1.4906
sub-019_task-N170_eeg,181.5078,0.3000,185865,stimulus,NA,54,19.1684
sub-019_task-N170_eeg,182.9736,0.3000,187366,stimulus,NA,52,-4.0625
sub-019_task-N170_eeg,184.5068,0.3000,188936,stimulus,NA,77,0.1232
sub-019_task-N170_eeg,185.9561,0.3000,190420,stimulus,NA,79,5.5466
sub-019_task-N170_eeg,187.5391,0.3000,192041,stimulus,NA,57,2.4669
sub-019_task-N170_eeg,193.5703,0.3000,198217,stimulus,NA,21,7.6190
sub-019_task-N170_eeg,195.0859,0.3000,199769,stimulus,NA,13,-4.6255
sub-019_task-N170_eeg,206.7490,0.3000,211712,stimulus,NA,6,9.6503
sub-019_task-N170_eeg,208.3145,0.3000,213315,stimulus,NA,70,8.6377
sub-019_task-N170_eeg,209.7812,0.3000,214817,stimulus,NA,78,-9.9107
sub-019_task-N170_eeg,215.7119,0.3000,220890,stimulus,NA,68,19.2618
sub-019_task-N170_eeg,220.3438,0.3000,225633,stimulus,NA,35,19.4035
sub-019_task-N170_eeg,223.3760,0.3000,228738,stimulus,NA,42,9.9711
sub-019_task-N170_eeg,226.4082,0.3000,231843,stimulus,NA,19,6.1787
sub-019_task-N170_eeg,232.4893,0.3000,238070,stimulus,NA,80,4.0188
sub-019_task-N170_eeg,234.0059,0.3000,239623,stimulus,NA,60,5.9085
sub-019_task-N170_eeg,235.5557,0.3000,241210,stimulus,NA,40,6.1841
sub-019_task-N170_eeg,236.9883,0.3000,242677,stimulus,NA,62,-5.6954
sub-019_task-N170_eeg,241.4863,0.3000,247283,stimulus,NA,72,5.3427
sub-019_task-N170_eeg,242.9189,0.3000,248750,stimulus,NA,31,4.3349
sub-019_task-N170_eeg,253.6650,0.3000,259754,stimulus,NA,12,2.1017
sub-019_task-N170_eeg,255.1650,0.3000,261290,stimulus,NA,25,-7.2726
sub-019_task-N170_eeg,265.7275,0.3000,272106,stimulus,NA,37,12.8570
sub-019_task-N170_eeg,271.1924,0.3000,277702,stimulus,NA,69,-2.3568
sub-019_task-N170_eeg,274.1748,0.3000,280756,stimulus,NA,45,19.4985
sub-019_task-N170_eeg,277.1738,0.3000,283827,stimulus,NA,11,13.6271
sub-019_task-N170_eeg,280.2559,0.3000,286983,stimulus,NA,74,3.7321
sub-019_task-N170_eeg,283.2217,0.3000,290020,stimulus,NA,46,-3.7501
sub-019_task-N170_eeg,286.2373,0.3000,293108,stimulus,NA,27,-4.6015
sub-019_task-N170_eeg,287.6699,0.3000,294575,stimulus,NA,16,-13.6884
sub-019_task-N170_eeg,293.5176,0.3000,300563,stimulus,NA,58,8.1769
sub-019_task-N170_eeg,296.5664,0.3000,303685,stimulus,NA,23,2.9347
sub-019_task-N170_eeg,298.0830,0.3000,305238,stimulus,NA,15,9.0643
sub-019_task-N170_eeg,299.4990,0.3000,306688,stimulus,NA,51,5.9278
sub-019_task-N170_eeg,301.0654,0.3000,308292,stimulus,NA,73,-7.1622
sub-019_task-N170_eeg,302.5312,0.3000,309793,stimulus,NA,39,-6.0824
sub-019_task-N170_eeg,303.9971,0.3000,311294,stimulus,NA,15,-6.9619
sub-019_task-N170_eeg,305.4141,0.3000,312745,stimulus,NA,59,4.5957
sub-019_task-N170_eeg,311.5615,0.3000,319040,stimulus,NA,19,7.9689
sub-019_task-N170_eeg,314.4600,0.3000,322008,stimulus,NA,42,0.5540
sub-019_task-N170_eeg,317.3926,0.3000,325011,stimulus,NA,4,5.3300
sub-019_task-N170_eeg,318.9092,0.3000,326564,stimulus,NA,3,14.5219
sub-019_task-N170_eeg,320.3418,0.3000,328031,stimulus,NA,40,12.0417
sub-019_task-N170_eeg,321.7412,0.3000,329464,stimulus,NA,24,-4.5675
sub-019_task-N170_eeg,348.5312,0.3000,356897,stimulus,NA,7,14.0591
sub-019_task-N170_eeg,351.5469,0.3000,359985,stimulus,NA,22,1.8288
sub-019_task-N170_eeg,353.0967,0.3000,361572,stimulus,NA,35,6.7643
sub-019_task-N170_eeg,356.0625,0.3000,364609,stimulus,NA,14,7.2342
sub-019_task-N170_eeg,357.4951,0.3000,366076,stimulus,NA,77,4.6666
sub-019_task-N170_eeg,358.9941,0.3000,367611,stimulus,NA,48,-10.4030
sub-019_task-N170_eeg,360.5605,0.3000,369215,stimulus,NA,52,15.4257
sub-019_task-N170_eeg,362.0596,0.3000,370750,stimulus,NA,47,14.0562
sub-019_task-N170_eeg,363.5596,0.3000,372286,stimulus,NA,5,6.1336
sub-019_task-N170_eeg,366.6250,0.3000,375425,stimulus,NA,21,-4.2862
sub-019_task-N170_eeg,369.6904,0.3000,378564,stimulus,NA,8,-5.0463
